word	old20 score (based on the top 35502 lemmas in sdewac)
Vorkommen	9.0
Lernsituation	13.0
Industrielle	12.0
Akademiker	10.0
Bürgerrechtsbewegung	20.0
Kürbis	6.0
Auster	6.0
Regenwurm	9.0
Bacon	5.0
Anwerbung	9.0
Wahlsieg	8.0
Erklärungsansatz	16.0
Schuldspruch	12.0
Sieb	4.0
Sprengsatz	10.0
Germanistik	11.0
Weiterverarbeitung	18.0
Einmaligkeit	12.0
Barrikade	9.0
Menschliche	11.0
Belehrung	9.0
Schriftgelehrte	15.0
Pharisäer	9.0
Hindenburg	10.0
Beteuerung	10.0
Verpachtung	11.0
Bourgeoisie	11.0
Manufaktur	10.0
Dienstplan	10.0
Euthanasie	10.0
Aufklärer	9.0
Oberst	6.0
Friedenstruppe	14.0
Stadtrat	8.0
Astrologe	9.0
Anfälligkeit	12.0
Herausbildung	13.0
Religiöse	9.0
Kleriker	8.0
Verteilen	9.0
Oberbefehlshaber	16.0
Christdemokrat	14.0
Erwerbslose	11.0
Jargon	6.0
Verkörperung	12.0
Atheist	7.0
Menschenrechtsgruppe	20.0
Rostocker	9.0
Militarismus	12.0
Finesse	7.0
Aufseher	8.0
Abseits	7.0
Baumwolle	9.0
Langzeitarbeitslose	19.0
Aufzählung	10.0
Griechische	11.0
Floskel	7.0
Ausschreitung	13.0
Buchenwald	10.0
Jugendbewegung	14.0
Gentechnik	10.0
Brasilianer	11.0
Bildungswesen	13.0
Staatsbibliothek	16.0
Lebensalter	11.0
Fortdauer	9.0
Rückbesinnung	13.0
Extremismus	11.0
Befestigung	11.0
Naturheilkunde	14.0
Befangenheit	12.0
Reisebericht	12.0
Äquivalent	10.0
Abwendung	9.0
Dokumentarfilm	14.0
Kulturprogramm	14.0
Lebensentwurf	13.0
Es	2.0
Gegnerschaft	12.0
Studienfach	11.0
Politologe	10.0
Umbenennung	11.0
Erfassen	8.0
Eigentumsverhältnis	19.0
Lebenserfahrung	15.0
Wehrpflichtige	14.0
Arbeitsminister	15.0
Menschenhandel	14.0
Entdeckungsreise	16.0
Sprachwissenschaft	18.0
Kinderheilkunde	15.0
Besiedlung	10.0
Zielstellung	12.0
Herrschende	11.0
Eishockey	9.0
Rundfahrt	9.0
Fortschreiten	13.0
Deklaration	11.0
Institutionalisierung	21.0
Genossin	8.0
Bauwesen	8.0
Fundamentalist	14.0
Protestant	10.0
Mittelmeerraum	14.0
Grundstoff	10.0
Direktorium	11.0
Erinnern	8.0
Umweltzerstörung	16.0
Aktionsprogramm	15.0
Befreiungsbewegung	18.0
Manifest	8.0
Betätigungsfeld	15.0
Enklave	7.0
Umweltproblem	13.0
Originalität	12.0
Erwartungshaltung	17.0
Forschungsbericht	17.0
Krebsart	8.0
Medizinstudent	14.0
Tumorzelle	10.0
Edelmetall	10.0
Weltfrieden	11.0
Dramatik	8.0
Souverän	8.0
Atomkraftwerk	13.0
Handwerksbetrieb	16.0
Kriegszeit	10.0
Historie	8.0
Greueltat	9.0
Bourgeois	9.0
Winzer	6.0
Diffamierung	12.0
Gemeinwohl	10.0
Überschneidung	14.0
Berührungsangst	15.0
Schweregrad	11.0
Herzkrankheit	13.0
Dramaturgie	11.0
Internationale	14.0
Vogelart	8.0
Kohlenstoff	11.0
Brennstoffzelle	15.0
Solarzelle	10.0
Medizinstudium	14.0
Emigration	10.0
Oppositionelle	14.0
Gemeindemitglied	16.0
Krebspatient	12.0
Staatsorgan	11.0
Ungehorsam	10.0
Wirbeltier	10.0
Baujahr	7.0
Körperlichkeit	14.0
Blutbahn	8.0
Wasserkraft	11.0
Uran	4.0
Subventionierung	16.0
Barde	5.0
Schulkind	9.0
Sprachunterricht	16.0
Grundstruktur	13.0
Diesseits	9.0
Wirtschaftssystem	17.0
Deserteur	9.0
Südstaat	8.0
Gelernte	8.0
Zögling	7.0
Prise	5.0
Dynastie	8.0
Bautätigkeit	12.0
Reformer	8.0
Ideologe	8.0
Risikobereitschaft	18.0
Würdenträger	12.0
Ethos	5.0
Monument	8.0
Totalitarismus	14.0
Sündenfall	10.0
Verselbständigung	17.0
Einbildung	10.0
Okkupation	10.0
Deckmantel	10.0
Paradox	7.0
Monarch	7.0
Nuklearwaffe	12.0
Unterrichtung	13.0
Regression	10.0
Agitation	9.0
Bildungsforschung	17.0
Fanatiker	9.0
Gesprächskreis	14.0
Weltgemeinschaft	16.0
Ausfluß	7.0
Befehlshaber	12.0
Apparatur	9.0
Antichrist	10.0
Kulturlandschaft	16.0
Zellteilung	11.0
Brigade	7.0
Petersburger	12.0
Emigrant	8.0
Perversion	10.0
Swimmingpool	12.0
Ausformung	10.0
Überbau	7.0
Weltorganisation	16.0
Guerilla	8.0
Reformprojekt	13.0
Geisteshaltung	14.0
Tao	3.0
Konkrete	8.0
Abschlußarbeit	14.0
Östrogen	8.0
Fortpflanzung	13.0
Bühnenbild	10.0
Gangart	7.0
Verrichtung	11.0
Volkspartei	11.0
Pendant	7.0
Billigung	9.0
Arthritis	9.0
Quintessenz	11.0
Gleichschaltung	15.0
Abschuß	7.0
Verkehrssystem	14.0
Himmelreich	11.0
Staatsrat	9.0
Vorgespräch	11.0
Fernsehzuschauer	16.0
Transzendenz	12.0
Freibrief	9.0
Losung	6.0
Heiligkeit	10.0
Schriftstellerin	16.0
Metaphysik	10.0
Düngemittel	11.0
Umweltverband	13.0
Überflutung	11.0
Bewässerung	11.0
Krebserkrankung	15.0
Legalisierung	13.0
Bürgerbewegung	14.0
Gewaltlosigkeit	15.0
Süd	3.0
Bundesdurchschnitt	18.0
Neutron	7.0
Charakteristik	14.0
Anbaufläche	11.0
Energiepolitik	14.0
Annexion	8.0
Slawe	5.0
Atomkrieg	9.0
Abschottung	11.0
Pflanzenwelt	12.0
Hochkonjunktur	14.0
Berufsgruppe	12.0
Wahre	5.0
SS	2.0
Wirtschaftswachstum	19.0
Generalstab	11.0
Werktätige	10.0
Alb	3.0
Klebstoff	9.0
Sozialstruktur	14.0
Nickel	6.0
Überlebenskampf	15.0
Hysterie	8.0
Supermacht	10.0
Semantik	8.0
Autoverkehr	11.0
Kaufentscheidung	16.0
Frömmigkeit	11.0
Machtpolitik	12.0
Unternehmertum	14.0
Sterblichkeit	13.0
Pax	3.0
Umweltbelastung	15.0
Ungunst	7.0
Imperator	9.0
Grundsicherung	14.0
Absterben	9.0
Seemann	7.0
Popper	6.0
Ekzem	5.0
Solarenergie	12.0
Zusicherung	11.0
Theateraufführung	17.0
Forschungsgebiet	16.0
Geologe	7.0
Korsett	7.0
Vorstadt	8.0
Weltmacht	9.0
Brisanz	7.0
Ausstellungshalle	17.0
Geheimhaltung	13.0
Autobiographie	14.0
Baumschule	10.0
Nachlässigkeit	14.0
Vorentscheidung	15.0
Suggestion	10.0
Anfertigung	11.0
Angriffskrieg	13.0
Geschichtsbuch	14.0
Ausweisung	10.0
Politische	10.0
Schulsystem	11.0
Boxer	5.0
Währungsfonds	13.0
Bibliothekar	12.0
Druckmittel	11.0
Strukturierung	14.0
Grundbegriff	12.0
Solarstrom	10.0
Einzelfrage	11.0
Wesenheit	9.0
Verbreiterung	13.0
Edle	4.0
Stereotype	10.0
Unversehrtheit	14.0
Wahrnehmen	10.0
Zentralregierung	16.0
Synagoge	8.0
Mittler	7.0
Aroma	5.0
Tierhaltung	11.0
Kurfürst	8.0
Zuwachsrate	11.0
Bedürftigkeit	13.0
Giftstoff	9.0
Message	7.0
Herzerkrankung	14.0
Klimaveränderung	16.0
Lachs	5.0
Fasten	6.0
Streiterei	10.0
Nachruf	7.0
Selbstverantwortung	19.0
Verfilmung	10.0
Endzeit	7.0
Dichterin	9.0
Fachwelt	8.0
Rohöl	5.0
Schlüsselbegriff	16.0
Flugreise	9.0
Mittelstand	11.0
Heilmittel	10.0
Geschäftsleute	14.0
Bollwerk	8.0
Pharmakologie	13.0
Stromerzeugung	14.0
Lyriker	7.0
Zuschauerin	11.0
Mieterin	8.0
Gestern	7.0
Stadtgrenze	11.0
Feminismus	10.0
Reibung	7.0
Rabbi	5.0
Antifaschist	12.0
Buchtitel	9.0
Parteifreund	12.0
Negation	8.0
Oktoberrevolution	17.0
Pflug	5.0
Suizid	6.0
Avantgarde	10.0
Funktionsträger	15.0
Waldbesitzer	12.0
Anbaugebiet	11.0
Pflanzenart	11.0
Konzil	6.0
Nichtstun	9.0
Befolgung	9.0
Arche	5.0
Finanzmittel	12.0
Enthüllung	10.0
Bevölkerungsdichte	18.0
Arbeiterpartei	14.0
Ambivalenz	10.0
Nahverkehr	10.0
Nulltarif	9.0
Boykott	7.0
Scherge	7.0
Teilnehmende	12.0
Verfassungswidrigkeit	21.0
Autonome	8.0
Hermeneutik	11.0
Kinderarzt	10.0
Instabilität	12.0
Sicherheitskraft	16.0
Schutztruppe	12.0
Umweltbildung	13.0
Einbildungskraft	16.0
Welthandel	10.0
Flugverkehr	11.0
Lübecker	8.0
Herrenhaus	10.0
Übergangsphase	14.0
Erdball	7.0
Photosynthese	13.0
Machwerk	8.0
Radiosendung	12.0
Freiheitsrecht	14.0
Kriegsdienstverweigerer	23.0
Landbevölkerung	15.0
Kernwaffe	9.0
Umweltorganisation	18.0
Marathon	8.0
Kehrseite	9.0
Heilkunde	9.0
Werden	6.0
Lesbe	5.0
Heerschar	9.0
Hervorhebung	12.0
Original	8.0
Sparsamkeit	11.0
Gastarbeiter	12.0
Beiname	7.0
Stollen	7.0
Dämpfung	8.0
Beliebigkeit	12.0
Kooperative	11.0
Yoga	4.0
Waffengewalt	12.0
Vorschub	8.0
Sabotage	8.0
Wahlrecht	9.0
Suchtmittel	11.0
Protestantismus	15.0
Distanzierung	13.0
Gewaltfreiheit	14.0
Weltreligion	12.0
Zerschlagung	12.0
Leistungsdruck	14.0
Rebellion	9.0
Humankapital	12.0
Männlichkeit	12.0
Walker	6.0
Pluralität	10.0
Literaturwissenschaftler	24.0
Grundstimmung	13.0
Vormundschaft	13.0
Niederung	9.0
Reformpolitik	13.0
Landesbischof	13.0
Bauantrag	9.0
Geistige	8.0
Gewerkschaftsmitglied	21.0
Tiefgang	8.0
Mannigfaltigkeit	16.0
Standbild	9.0
Apathie	7.0
Parteiprogramm	14.0
Grundeigentümer	15.0
Zuspruch	8.0
Gestein	7.0
Weltmeer	8.0
Transportkosten	15.0
Üben	4.0
Schwangerschaftsabbruch	23.0
Voruntersuchung	15.0
Ölfeld	6.0
Nichtwissen	11.0
Amnestie	8.0
Sklavin	7.0
Wasserleitung	13.0
Landsmannschaft	15.0
Polizeikraft	12.0
Gebrauchswert	13.0
Wissenschaftsbereich	20.0
Nachbarstaat	12.0
Brauerei	8.0
Reformvorschlag	15.0
Zusatzstoff	11.0
Freimaurer	10.0
Geisteswissenschaft	19.0
Bildqualität	12.0
Kampfflugzeug	13.0
Wunschdenken	12.0
Solidargemeinschaft	19.0
Athlet	6.0
Kolonialmacht	13.0
Umtrieb	7.0
Herzogin	8.0
Friedrichstraße	15.0
Gestapo	7.0
Komplize	8.0
Rüstungskontrolle	17.0
Hanf	4.0
Atommüll	8.0
Forschungsfeld	14.0
Widrigkeit	10.0
Schweigepflicht	15.0
Vernichtungslager	17.0
Dramatiker	10.0
Einlösung	9.0
Natürlichkeit	13.0
Wehrpflicht	11.0
Fürsprecher	11.0
Phänomenologie	14.0
Verlagshaus	11.0
Springer	8.0
Azubi	5.0
Heilen	6.0
Hehl	4.0
Herrschaftsverhältnis	21.0
Herzinsuffizienz	16.0
Herzkranzgefäß	14.0
Joch	4.0
Finanzbehörde	13.0
Opium	5.0
Wohlfahrtsstaat	15.0
Straßennetz	11.0
Gemeinsame	10.0
Computertechnik	15.0
Ordinarius	10.0
Roggen	6.0
Literaturpreis	14.0
Zucht	5.0
Reservist	9.0
Grundordnung	12.0
Imker	5.0
Fruchtsaft	10.0
Schutzfunktion	14.0
Kulturpolitik	13.0
Nutznießer	10.0
Korrelation	11.0
Überzeugungsarbeit	18.0
Sinnbild	8.0
Zuckerkrankheit	15.0
Absolute	8.0
Wirkungsweise	13.0
Sinto	5.0
Patentrezept	12.0
Kollaboration	13.0
Landhaus	8.0
Hauptversammlung	16.0
Verneinung	10.0
Privatbesitz	12.0
Unterrichtsform	15.0
Fernost	7.0
Reichspräsident	15.0
Sintflut	8.0
Sozialforschung	15.0
Aufkommen	9.0
Kulturpflanze	13.0
Kinderwunsch	12.0
Plünderung	10.0
Gerste	6.0
Hülsenfrucht	12.0
Schülerschaft	13.0
Zwangsarbeiter	14.0
Parteivorstand	14.0
Matrose	7.0
Notenbank	9.0
Menstruation	12.0
Hochverrat	10.0
Baumart	7.0
Gewächs	7.0
Hoden	5.0
Verwerfung	10.0
Legehenne	9.0
Spekulant	9.0
Grotte	6.0
Beschuß	7.0
Zuschrift	9.0
Interviewer	11.0
Studentenbewegung	17.0
Verteidigungsministerium	24.0
Schlaflosigkeit	15.0
Verstärker	10.0
Zuspitzung	10.0
Bahnhofstraße	13.0
Spitzengruppe	13.0
Wahlergebnis	12.0
Grundfreiheit	13.0
Wachsen	7.0
Kompensation	12.0
Literaturkritik	15.0
Diskussionsveranstaltung	24.0
Anthroposophie	14.0
Koran	5.0
Drogenpolitik	13.0
Rühren	6.0
Torheit	7.0
Gesell	6.0
Dienstherr	10.0
Lesart	6.0
Salzwasser	10.0
Garnison	8.0
Pflegeperson	12.0
Freifläche	10.0
Wirtschaftswunder	17.0
Hauptthema	10.0
Entwerfen	9.0
Topographie	11.0
Unwägbarkeit	12.0
Übertritt	9.0
Verfasserin	11.0
Neujahr	7.0
Hämorrhoide	11.0
Allgemeinmedizin	16.0
Einheitlichkeit	15.0
Schwede	7.0
Mikrokosmos	11.0
Hexenverfolgung	15.0
Marktwert	9.0
Geiz	4.0
Spinat	6.0
Fachdisziplin	13.0
Kriegsgefangenschaft	20.0
Schlafraum	10.0
Aushändigung	12.0
Sportbund	9.0
Gewerkschaftsbund	17.0
Informant	9.0
Mikro	5.0
Hymne	5.0
Wahlniederlage	14.0
Handelnde	9.0
Imagination	11.0
Ruhetag	7.0
Trierer	7.0
Rosine	6.0
Sekundarstufe	13.0
Wasserkraftwerk	15.0
Massenmörder	12.0
Stadtviertel	12.0
Autohersteller	14.0
Seefahrer	9.0
Aufrüstung	10.0
Bildnis	7.0
Volksvertretung	15.0
Gewerkschafter	14.0
Süßwasser	9.0
Haushaltsgerät	14.0
Bronchitis	10.0
Einwohnerzahl	13.0
Erreger	7.0
Weltwirtschaftskrise	20.0
Computersimulation	18.0
Weltgesellschaft	16.0
Frauenbewegung	14.0
Flandern	8.0
Arbeitsfähigkeit	16.0
Mahnmal	7.0
Dekret	6.0
Streikende	10.0
Entschlüsselung	15.0
Freizeitpark	12.0
Leibwächter	11.0
Universitätsprofessor	21.0
Schulwesen	10.0
Platzeck	8.0
Erwerbung	9.0
Rüstungsindustrie	17.0
Tierquälerei	12.0
Verfälschung	12.0
Sozialreform	12.0
Meteorit	8.0
Modellversuch	13.0
Krisenbewältigung	17.0
Brettspiel	10.0
Widder	6.0
Sachfrage	9.0
Einschaltquote	14.0
Friedensschluß	14.0
Protektorat	11.0
Landeszentrale	14.0
Verfassungsgericht	18.0
Frühsommer	10.0
Sympathisant	12.0
Sprecherin	10.0
Nachrichtensendung	18.0
Stromverbrauch	14.0
Abiturprüfung	13.0
Prostitution	12.0
Klartext	8.0
Äquator	7.0
Landesinnere	12.0
Kalzium	7.0
Kalium	6.0
Cholera	7.0
Galgen	6.0
Reichskanzler	13.0
Arbeitstechnik	14.0
Direktmandat	12.0
Wählerstimme	12.0
Aristokratie	12.0
Ostberliner	11.0
Gewerbetreibende	16.0
Nitrat	6.0
Immunität	9.0
Mutterland	10.0
Geburtenrate	12.0
Rezeptor	8.0
Gegenmaßnahme	13.0
Soforthilfe	11.0
Niederschlagung	15.0
Frauenrecht	11.0
Optik	5.0
Luftangriff	11.0
Kriegsdienst	12.0
Umkehrschluß	12.0
Geschlechtsorgan	16.0
Demonstrantin	13.0
Jugendpsychiatrie	17.0
Inhaftierung	12.0
Rasterfahndung	14.0
Dienstleistungsbereich	22.0
Rechtsnorm	10.0
Khan	4.0
Schauspielhaus	14.0
Analysis	8.0
Musikindustrie	14.0
Lächerlichkeit	14.0
Aufständische	13.0
Familienarbeit	14.0
Gesamtfläche	12.0
Hauseigentümer	14.0
Westteil	8.0
Most	4.0
Radiostation	12.0
Finanzierungsmöglichkeit	24.0
Blutbad	7.0
Vertragsstaat	13.0
Politisierung	13.0
Sammelband	10.0
Genre	5.0
Prominenz	9.0
Lohnabhängige	13.0
Tübinger	8.0
Verhängung	10.0
Industriegebiet	15.0
Wetterlage	10.0
Bulldozer	9.0
Auskommen	9.0
Naturpark	9.0
Neandertaler	12.0
Regierungsform	14.0
Inka	4.0
Ostteil	7.0
Krankenpflege	13.0
Regierungsprogramm	18.0
Haftbedingung	13.0
Massenarbeitslosigkeit	22.0
Turbulenz	9.0
Stahlindustrie	14.0
Sonderweg	9.0
Greifvogel	10.0
Zusatzausbildung	16.0
Vorhof	6.0
Wärmedämmung	12.0
Fahrzeit	8.0
Elektrogerät	12.0
Syndrom	7.0
Unterstellung	13.0
Maschinengewehr	15.0
Bergpredigt	11.0
Stilmittel	10.0
Atomenergie	11.0
Luftfahrt	9.0
Giftgas	7.0
Mischform	9.0
Enzyklopädie	12.0
Verkehrsweg	11.0
Geburtshilfe	12.0
Gründerin	9.0
Kreuzfahrer	11.0
Unikat	6.0
Geschichtsbild	14.0
Eros	4.0
Fachsprache	11.0
Adlige	6.0
Schießerei	10.0
Regisseurin	11.0
Schwarzwald	11.0
Ion	3.0
Benzinpreis	11.0
Rechtsauffassung	16.0
Liquidierung	12.0
Katechismus	11.0
SA	2.0
Besatzungszone	14.0
Schutzschild	12.0
Lesesaal	8.0
Probezeit	9.0
Volksbühne	10.0
Flop	4.0
Zuführung	9.0
Leistungsniveau	15.0
Vegetarier	10.0
Schallplatte	12.0
Städtebau	9.0
Monsieur	8.0
Luftverschmutzung	17.0
Polizeieinsatz	14.0
Entmachtung	11.0
Plural	6.0
Verschleppung	13.0
Leistungsvermögen	17.0
Sozialabbau	11.0
Österreichische	15.0
Gewebeprobe	11.0
Weinbau	7.0
Designer	8.0
Andrang	7.0
Harfe	5.0
Diskussionsprozeß	17.0
Blutprobe	9.0
Medienwelt	10.0
Verdunstung	11.0
Hüter	5.0
Modernität	10.0
Brauchtum	9.0
Wirkungskreis	13.0
Forschungseinrichtung	21.0
Abwandlung	10.0
Resistenz	9.0
Lehen	5.0
Millionär	9.0
Armutsgrenze	12.0
Urknall	7.0
Wunderbare	10.0
Erhabene	8.0
Tänzer	6.0
Rebe	4.0
Sühne	5.0
Eigendynamik	12.0
Megawatt	8.0
Machtausübung	13.0
Medienvertreter	15.0
Kriegsgebiet	12.0
Arge	4.0
Sinnesorgan	11.0
Germanist	9.0
Bewegungsmangel	15.0
Katheter	8.0
Refrain	7.0
Kaiserzeit	10.0
Schulterschluß	14.0
Proton	6.0
Radius	6.0
Absetzen	8.0
Strahlenbelastung	17.0
Innovationsfähigkeit	20.0
Friedenspolitik	15.0
Straßenkind	11.0
Gesellschaftsschicht	20.0
Schlußwort	10.0
Teilaspekt	10.0
Westküste	9.0
Kreditanstalt	13.0
Interessenvertretung	20.0
CO	2.0
Internationalismus	18.0
Nationalgarde	13.0
Friedensforschung	17.0
Aushängeschild	14.0
Gesamtsumme	11.0
Entscheidungshilfe	18.0
Korps	5.0
Impfstoff	9.0
Comeback	8.0
Kapitulation	12.0
Kurde	5.0
Sowjetrepublik	14.0
Evidenz	7.0
Wohnviertel	11.0
Arbeitssuchende	15.0
Gestalttherapie	15.0
Wassermann	10.0
Warner	6.0
Kunstform	9.0
Umschreibung	12.0
Vorgängerin	11.0
Kinderarbeit	12.0
Dickdarm	8.0
Ausbildungsjahr	15.0
Verstimmung	11.0
Requisit	8.0
Feuerwerk	9.0
Rute	4.0
Teilstück	9.0
Kegel	5.0
Subsystem	9.0
Gedenkveranstaltung	19.0
Marschall	9.0
Querschnittsaufgabe	19.0
Schlußphase	11.0
Ketzer	6.0
Kettenreaktion	14.0
Schuldenberg	12.0
Limit	5.0
Landesverteidigung	18.0
Kolumne	7.0
Polizeichef	11.0
Quantenmechanik	15.0
Landesteil	10.0
Hirnforschung	13.0
Kaufen	6.0
Pendler	7.0
Neuerscheinung	14.0
Nutzpflanze	11.0
Forschungstätigkeit	19.0
Hilfsorganisation	17.0
Tauglichkeit	12.0
Police	6.0
Präsidentschaftskandidat	24.0
Rheuma	6.0
Kompression	11.0
Brockhaus	9.0
Gefangennahme	13.0
Gegenstimme	11.0
Sexismus	8.0
Betreiben	9.0
Kirchentag	10.0
Schleimhaut	11.0
Debakel	7.0
Schlich	7.0
Gesamtschule	12.0
Didaktik	8.0
Streuung	8.0
Befreiungskrieg	15.0
Kriegsverbrechen	16.0
Bronze	6.0
Kurzbeschreibung	16.0
Etikett	7.0
Kruzifix	8.0
Square	6.0
Formierung	10.0
Gewichtsabnahme	15.0
Lebensumfeld	12.0
Handlungsfreiheit	17.0
Eindämmung	10.0
Prüfling	8.0
Sozialverhalten	15.0
Chromosom	9.0
Dezernat	8.0
Fachschule	10.0
Endlichkeit	11.0
Unterrichtsmaterial	19.0
Lobbyist	8.0
Arbeiten	8.0
Versicherungsfall	17.0
Staatsarchiv	12.0
Puma	4.0
Konservierung	13.0
Körperpflege	12.0
Frauenbild	10.0
Atomkern	8.0
Vornahme	8.0
Festgenommene	13.0
Auslaufen	9.0
Molekularbiologie	17.0
Zusammengehörigkeit	19.0
Schulalltag	11.0
Kriegsgegner	12.0
Marshall	8.0
Abholzung	9.0
Einwanderung	12.0
Spielverlauf	12.0
Versagung	9.0
Kommerz	7.0
Wählen	6.0
Bratwurst	9.0
Geistlichkeit	13.0
Ar	2.0
Energiepreis	12.0
Macke	5.0
Faulheit	8.0
Religionsfreiheit	17.0
Amerikanerin	12.0
Waldfläche	10.0
Fernsehbild	11.0
Polo	4.0
Machbare	8.0
Gästebuch	9.0
Hoheit	6.0
Bürgermeisterin	15.0
Oberkommando	12.0
Machtübernahme	14.0
Stifter	7.0
Nobelpreisträger	16.0
Zwischenergebnis	16.0
Privatschule	12.0
Erfahrungsschatz	16.0
Vierteljahr	11.0
Pro	3.0
Ehebruch	8.0
Kriminalisierung	16.0
Merkur	6.0
Bürgerhaus	10.0
Regierungsbeamte	16.0
Pflichtverteidiger	18.0
Aus	3.0
Poet	4.0
Gemeindehaus	12.0
Allgemeinbildung	16.0
Außenministerium	16.0
Gilde	5.0
Bewegungsapparat	16.0
Staatengemeinschaft	19.0
Luftwaffe	9.0
Energiebedarf	13.0
Stimmabgabe	11.0
Neuheit	7.0
Berufsalltag	12.0
Volksgemeinschaft	17.0
Dogmatik	8.0
Regionalplanung	15.0
Ehrenamt	8.0
Pensionskasse	13.0
Nachhilfe	9.0
Protagonistin	13.0
Doktorand	9.0
Basler	6.0
Vernichtungskrieg	17.0
Erzielung	9.0
Bezugssystem	12.0
Preisgabe	9.0
Lernziel	8.0
Gerechte	8.0
Saldo	5.0
Bundesarbeitsgemeinschaft	25.0
Kinderhilfswerk	15.0
Kinderbetreuung	15.0
Stratege	8.0
Studienplatz	12.0
Schuhwerk	9.0
Kopfbedeckung	13.0
Denkschrift	11.0
Taufe	5.0
Kriegsverbrecher	16.0
Koalitionspartner	17.0
Plenarsaal	10.0
Trojaner	8.0
Ringvorlesung	13.0
Bürgernähe	10.0
Betriebsmittel	14.0
Gewerkschaftsbewegung	21.0
Wahrzeichen	11.0
Wirtschaftsforschung	20.0
Verkehrsinfrastruktur	21.0
Rentenanspruch	14.0
Ruhezeit	8.0
Steuereinnahme	14.0
Belagerung	10.0
Ortsverein	10.0
Nachsehen	9.0
Sofortmaßnahme	14.0
Nahkampf	8.0
Rumpf	5.0
Staatsoberhaupt	15.0
Humanmedizin	12.0
Reformator	10.0
Filz	4.0
Gesetzeslage	12.0
Fortbestehen	12.0
Ernährungsgewohnheit	20.0
Waffensystem	12.0
Drüse	5.0
Mixer	5.0
Gastronomie	11.0
Himmler	7.0
Spitzenpolitiker	16.0
Wählerschaft	12.0
Mehrbedarf	10.0
Geldmenge	9.0
Dossier	7.0
Pflegekind	10.0
Zitadelle	9.0
Zwischenlager	13.0
Atomausstieg	12.0
Regierungszeit	14.0
Wasserhaushalt	14.0
Chronist	8.0
Metzger	7.0
Auswanderung	12.0
Verschwörer	11.0
Essig	5.0
Ausnahmesituation	17.0
Testperson	10.0
Bankkonto	9.0
Schwerbehinderte	16.0
Dioxin	6.0
Heuschnupfen	12.0
Geschmackssache	15.0
Nichteinhaltung	15.0
Investitionsprogramm	20.0
Bevölkerungsmehrheit	20.0
Studienanfänger	15.0
Gepräge	7.0
Flächennutzungsplan	19.0
Pflegeeinrichtung	17.0
Barrel	6.0
Erreichte	9.0
Staatsdienst	12.0
Grenzgänger	11.0
Lärmbelästigung	15.0
Präsidentschaftswahl	20.0
Gegenspieler	12.0
Belegung	8.0
Medaille	8.0
Tischtennis	11.0
Rentensystem	12.0
Erziehungswissenschaft	22.0
Elastizität	11.0
Gegenbewegung	13.0
Abnutzung	9.0
Supervision	11.0
Oldenburger	11.0
Kriegsschauplatz	16.0
Patrouille	10.0
Symposion	9.0
Kühler	6.0
Gönner	6.0
Ansteckung	10.0
Altmeister	10.0
Pressesprecher	14.0
Pop	3.0
Chlor	5.0
Kriegseinsatz	13.0
Energieeinsparung	17.0
Rechtsbeziehung	15.0
Reinigen	8.0
Coup	4.0
Hochschulstudium	16.0
Laserstrahl	11.0
Tierschützer	12.0
Steuersystem	12.0
Komiker	7.0
Unglücksfall	12.0
Nahrungsaufnahme	16.0
Empire	6.0
Studentenschaft	15.0
Ausfüllen	9.0
Jugendverband	13.0
Zwinger	7.0
Vermessung	10.0
Konstruktivismus	16.0
Direktinvestition	17.0
Voltaire	8.0
Torpedo	7.0
Schwamm	7.0
Glaubensgemeinschaft	20.0
Strafkammer	11.0
Königreiche	11.0
Tennisplatz	11.0
Kreation	8.0
Malerin	7.0
Machart	7.0
Zielrichtung	12.0
Frauenforschung	15.0
Sicherheitsrat	14.0
Landtagsfraktion	16.0
Einkaufsmöglichkeit	19.0
Reichsregierung	15.0
Stop	4.0
Leihgabe	8.0
Umschichtung	12.0
Vorbereitungszeit	17.0
Auslandsreise	13.0
Verhütungsmittel	16.0
Kohlenhydrat	12.0
Starten	7.0
Rückblende	10.0
Ausbildungsbetrieb	18.0
Hauptakteur	11.0
Ölpreis	7.0
Verschleierung	14.0
Protein	7.0
Stürmer	7.0
Begehrlichkeit	14.0
Sozialleistung	14.0
Konsulat	8.0
Modellrechnung	14.0
Aufnahmeprüfung	15.0
Gewaltherrschaft	16.0
Biotechnologie	14.0
Lohnkosten	10.0
Tief	4.0
Defensive	9.0
Trendwende	10.0
Kommunion	9.0
Existenzsicherung	17.0
Fehlfunktion	12.0
Fehlbildung	11.0
Almosen	7.0
Magdeburger	11.0
Hansestadt	10.0
Ausverkauf	10.0
Sättigung	9.0
Optionsschein	13.0
Mitbürgerin	11.0
Einflußbereich	14.0
Zwiebel	7.0
Bauabschnitt	12.0
Preisklasse	11.0
Erprobung	9.0
Zusatzprotokoll	15.0
Eizelle	7.0
Völkerverständigung	19.0
Schlupfloch	11.0
Aussöhnung	10.0
Wachstumsmarkt	14.0
Prolog	6.0
Infragestellung	15.0
Impression	10.0
Flüchtlingslager	16.0
Buchautor	9.0
Skifahren	9.0
Pensionär	9.0
Landeskirche	12.0
Operateur	9.0
Menschenrechtler	16.0
Warte	5.0
Medienkonzern	13.0
Gewaltbereitschaft	18.0
Landesbeauftragte	17.0
Geologie	8.0
Beitragszahler	14.0
Ornament	8.0
Pfand	5.0
Bridge	6.0
Vergangenheitsbewältigung	25.0
