Action	Animate	Bigram_freq	Geraeusch	Geraeusch_SD	Handlung	Handlung_SD	Lemma_freq	Letters	Living	Natural	Neighbors	Sound	Trigram_freq	Vertrautheit	Vertrautheit_SD	Visuell	Visuell_SD	Words	n_Syllables
0.0	1.0	267634.35	3.07	na	1.33	na	1.81	7.0	1.0	1.0	2.57	0.5	165019.28	4.0	na	4.93	na	Libelle	3.0	
0.0	1.0	231342.0	2.67	1.28	1.33	0.59	2.89	6.0	1.0	1.0	4.28	0.5	117856.9	5.44	1.04	5.17	1.34	Storch	1.0	
0.0	1.0	na	2.3	1.15	1.3	0.63	na	6.0	1.0	1.0	na	0.5	na	5.1	1.45	4.9	1.37	Gepard	na	
0.0	1.0	na	2.3	1.06	1.3	0.56	na	7.0	1.0	1.0	na	0.5	na	5.29	1.15	5.24	0.83	Leopard	na	
0.0	1.0	279618.08	2.59	1.58	1.29	0.59	1.5	5.0	1.0	1.0	7.28	0.0	216741.63	4.72	1.49	5.12	1.17	Fasan	2.0	
0.0	1.0	305108.58	3.6	na	1.27	na	0.82	5.0	1.0	1.0	16.7	1.0	161557.64	3.73	na	4.47	na	Meise	2.0	
0.0	1.0	na	2.22	1.17	1.26	0.62	na	9.0	1.0	1.0	na	0.5	na	4.9	1.48	3.62	1.75	Frettchen	na	
0.0	1.0	na	2.17	1.11	1.26	0.69	na	7.0	1.0	1.0	na	0.5	na	5.52	0.98	5.29	1.01	Pinguin	na	
0.0	1.0	na	1.81	0.75	1.24	0.44	na	6.0	1.0	1.0	na	0.0	na	3.38	1.86	4.93	1.71	Ozelot	na	
0.0	1.0	322108.14	2.33	1.11	1.2	0.77	0.51	8.0	1.0	1.0	1.28	0.0	225226.31	3.5	1.58	4.71	1.27	Kormoran	3.0	
0.0	1.0	100838.29	3.47	na	1.2	na	2.04	4.0	1.0	1.0	19.26	0.5	19514.33	3.4	na	4.0	na	Fink	1.0	
0.0	1.0	na	2.22	1.13	1.17	0.39	na	8.0	1.0	1.0	na	0.5	na	5.19	1.17	5.14	1.15	Panther 	na	
0.0	1.0	330228.67	2.78	1.52	1.17	0.38	17.13	5.0	1.0	1.0	9.85	0.5	215453.99	5.61	0.92	5.22	0.94	Adler	2.0	
0.0	1.0	314744.64	3.28	1.27	1.17	0.38	0.69	7.0	1.0	1.0	2.14	0.5	150693.99	5.11	1.08	4.89	1.28	Kranich	2.0	
0.0	1.0	188413.77	3.56	1.62	1.17	0.38	0.91	5.0	1.0	1.0	8.13	1.0	144139.89	5.61	0.85	4.78	1.44	Robbe	2.0	
0.0	1.0	156911.55	3.82	0.98	1.15	0.38	0.46	7.0	1.0	1.0	1.71	1.0	25613.09	3.33	1.61	4.08	1.8	Kiebitz	2.0	
0.0	1.0	191770.89	3.0	1.46	1.13	0.34	1.06	5.0	1.0	1.0	1.71	0.5	154700.27	5.13	1.15	4.25	1.29	Hyäne	2.0	
0.0	1.0	132111.75	3.39	1.38	1.11	0.32	0.57	7.0	1.0	1.0	2.14	0.5	63090.76	4.67	1.33	4.61	1.58	Bussard	2.0	
0.0	1.0	315175.94	3.11	1.6	1.11	0.32	0.7	7.0	1.0	1.0	3.42	0.5	219106.84	5.22	1.31	5.44	0.78	Pelikan	3.0	
0.0	1.0	430596.28	2.71	1.21	1.11	0.32	1.19	6.0	1.0	1.0	11.13	0.5	215672.26	5.0	1.33	4.44	1.69	Reiher	2.0	
0.0	1.0	46662.88	3.22	1.52	1.06	0.24	0.41	6.0	1.0	1.0	0.43	0.5	29755.45	4.61	1.33	4.94	1.11	Kakadu	3.0	
0.0	1.0	91893.99	2.94	1.66	1.0	0.0	0.59	7.0	1.0	1.0	0.86	0.5	27857.69	5.06	1.16	5.28	0.89	Kolibri	3.0	
1.0	0.0	291271.25	3.56	1.67	5.88	0.5	8.42	8.0	0.0	0.0	2.57	0.8	173760.22	6.0	0.0	4.19	1.64	Toilette	4.0	
1.0	0.0	263148.22	2.63	1.36	5.75	0.58	112.96	7.0	0.0	0.0	9.85	0.5	98619.24	5.94	0.25	4.81	1.33	Zeitung	2.0	
1.0	0.0	na	3.67	1.32	5.68	0.58	na	6.0	0.0	0.0	na	0.8	na	5.76	0.54	4.37	1.54	Tacker	na	
1.0	0.0	616693.84	3.39	1.85	5.67	0.69	0.06	8.0	0.0	0.0	1.71	0.5	231137.06	5.89	0.32	4.33	1.61	Rasierer	3.0	
1.0	0.0	21728.08	3.0	0.91	5.61	0.61	0.29	6.0	0.0	0.0	0.86	0.5	11704.39	6.0	0.0	4.78	1.44	Laptop	2.0	
1.0	0.0	546692.62	2.67	1.33	5.61	0.78	5.21	6.0	0.0	0.0	17.98	0.5	224697.46	5.94	0.24	4.28	1.6	Schere	2.0	
1.0	0.0	31870.55	3.35	1.73	5.61	1.04	0.52	5.0	0.0	0.0	2.14	0.5	14693.15	5.14	1.68	4.33	1.75	Quirl	1.0	
1.0	0.0	381606.26	3.28	1.07	5.56	0.78	15.79	8.0	0.0	0.0	3.85	0.5	215240.67	6.0	0.0	4.61	1.14	Computer	3.0	
1.0	0.0	83831.41	2.94	1.21	5.56	0.51	0.84	5.0	0.0	0.0	7.71	0.5	36779.08	5.78	0.55	4.06	1.0	Grill	1.0	
1.0	0.0	266856.66	3.61	1.46	5.56	0.7	23.85	9.0	0.0	0.0	4.71	0.8	75023.38	5.89	0.47	4.33	1.64	Schlüssel	2.0	
1.0	0.0	112851.19	2.11	1.28	5.5	0.71	13.0	5.0	0.0	0.0	16.27	0.2	41991.4	6.0	0.0	4.5	1.58	Gabel	2.0	
1.0	0.0	579356.92	3.06	1.43	5.5	0.79	5.96	8.0	0.0	0.0	5.57	0.5	265651.89	5.67	0.84	3.22	1.56	Schalter	2.0	
1.0	0.0	297854.16	2.44	1.15	5.44	1.04	4.16	6.0	0.0	0.0	3.42	0.2	191425.03	6.0	0.0	3.89	1.71	Bürste	2.0	
1.0	0.0	179474.52	3.48	1.47	5.44	0.78	2.06	5.0	0.0	0.0	20.98	0.5	150199.21	5.0	1.38	4.17	1.69	Hacke	2.0	
1.0	0.0	107776.6	2.93	na	5.4	na	8.85	7.0	0.0	0.0	1.71	0.5	57117.19	5.0	na	4.93	na	Fahrrad	2.0	
1.0	0.0	na	2.57	1.16	5.39	0.78	na	5.0	0.0	0.0	na	na	na	5.9	0.3	4.33	1.2	Stift	na	
1.0	0.0	18617.16	3.56	1.42	5.39	0.7	4.26	4.0	0.0	0.0	10.7	0.8	18038.27	5.89	0.47	4.44	1.29	Taxi	2.0	
1.0	0.0	349807.54	3.33	1.46	5.37	1.12	0.48	8.0	0.0	0.0	3.42	0.5	232802.51	4.52	1.5	4.0	1.53	Stampfer	2.0	
1.0	0.0	100902.6	5.0	1.15	5.31	0.87	6.97	3.0	0.0	0.0	42.81	1.0	89679.94	5.94	0.25	4.69	1.14	Bus	1.0	
1.0	0.0	73408.59	5.44	0.81	5.31	1.2	59.24	8.0	0.0	0.0	3.0	1.0	42514.49	5.75	0.58	5.13	1.2	Flugzeug	2.0	
1.0	0.0	697099.89	2.28	1.07	5.28	0.96	6.25	9.0	0.0	0.0	5.99	0.2	404854.36	5.83	0.51	5.22	0.88	Schlitten	2.0	
1.0	0.0	135868.1	2.47	na	5.27	na	3.38	4.0	0.0	0.0	24.83	0.2	45641.12	5.05	1.4	4.27	na	Beil	1.0	
1.0	0.0	174711.22	5.19	0.87	5.26	0.93	3.09	7.0	0.0	0.0	2.57	1.0	127650.7	5.43	0.81	5.05	1.08	Traktor	2.0	
1.0	0.0	140823.72	2.19	0.98	5.25	0.93	102.68	4.0	0.0	0.0	23.97	0.2	114497.42	5.88	0.5	4.81	1.22	Bett	1.0	
1.0	0.0	271201.55	2.69	1.08	5.25	1.13	0.92	5.0	0.0	0.0	17.12	0.5	154978.27	5.31	1.45	3.75	1.48	Feile	2.0	
1.0	0.0	278340.65	2.63	1.36	5.25	0.93	3.88	8.0	0.0	0.0	1.28	0.5	74926.97	5.81	0.54	4.69	1.54	Schaufel	2.0	
1.0	0.0	285198.58	3.44	1.5	5.25	1.06	5.01	5.0	0.0	0.0	17.98	0.5	179359.16	5.63	0.72	3.19	1.76	Taste	2.0	
1.0	0.0	387555.05	2.31	1.01	5.19	1.11	16.38	4.0	0.0	0.0	13.7	0.2	331497.39	5.75	0.68	3.63	1.67	Ofen	2.0	
1.0	0.0	251594.13	2.44	1.03	5.19	1.11	4.29	6.0	0.0	0.0	3.42	0.2	166161.08	6.0	0.0	4.31	1.62	Pfanne	2.0	
1.0	0.0	127510.38	3.0	1.37	5.19	1.52	125.35	3.0	0.0	0.0	19.26	0.5	124469.99	6.0	0.0	4.63	1.75	Tür	1.0	
1.0	0.0	366761.18	2.33	0.97	5.17	0.86	22.02	6.0	0.0	0.0	18.41	0.2	220976.6	6.0	0.0	4.5	1.58	Teller	2.0	
1.0	0.0	71924.48	4.5	1.29	5.17	0.99	0.82	4.0	0.0	0.0	21.83	1.0	44384.2	5.67	0.84	4.61	1.04	Tram	1.0	
1.0	0.0	na	2.3	1.06	5.13	1.18	na	5.0	0.0	0.0	na	0.5	na	5.9	0.3	4.67	1.28	Schuh	na	
1.0	0.0	na	2.78	1.41	5.13	0.97	na	5.0	0.0	0.0	na	na	na	5.81	0.4	4.33	1.74	Besen	na	
1.0	0.0	103190.71	6.0	0.0	5.11	1.1	0.49	5.0	0.0	0.0	9.42	1.0	43293.37	5.57	0.81	3.42	1.77	Disco	2.0	
1.0	0.0	82822.92	5.11	1.17	5.1	1.52	0.11	7.0	0.0	0.0	1.71	1.0	28818.58	1.88	1.51	3.4	1.96	Marimba	3.0	
1.0	0.0	331842.72	3.38	na	5.07	na	10.89	6.0	0.0	0.0	14.98	0.5	218260.06	4.94	na	4.6	na	Hammer	2.0	
1.0	0.0	na	1.4	na	5.0	na	na	10.0	0.0	0.0	na	0.0	na	4.93	na	3.8	na	Kochlöffel	na	
1.0	0.0	415207.16	3.06	1.34	5.0	1.37	1.15	7.0	0.0	0.0	3.0	0.5	243452.0	5.81	0.54	3.31	1.4	Scanner	2.0	
1.0	0.0	240441.29	2.79	na	5.0	na	1.95	8.0	0.0	0.0	0.86	0.5	136298.96	5.07	na	4.47	na	Tastatur	3.0	
1.0	0.0	202392.36	4.5	2.35	5.0	1.41	0.2	5.0	0.0	0.0	7.71	1.0	150570.25	2.0	1.62	3.25	1.83	Gambe	2.0	
1.0	0.0	na	3.3	1.29	5.0	1.17	na	5.0	0.0	0.0	na	na	na	5.24	1.18	4.81	1.5	Sense	na	
1.0	0.0	na	3.48	1.65	5.0	1.24	na	6.0	0.0	0.0	na	na	na	5.76	0.44	5.24	1.04	Würfel	na	
1.0	0.0	81573.96	3.44	1.62	4.94	1.3	0.14	6.0	0.0	0.0	5.99	0.5	29735.19	4.89	1.41	3.78	1.56	Raspel	2.0	
1.0	0.0	276942.34	3.29	1.61	4.94	1.59	1.06	5.0	0.0	0.0	11.56	0.5	151401.49	5.28	1.41	3.67	1.78	Reibe	2.0	
1.0	0.0	24638.94	2.56	1.1	4.94	1.11	12.72	4.0	0.0	0.0	11.13	0.5	20390.85	5.94	0.24	4.11	1.78	Topf	1.0	
1.0	0.0	256679.17	2.25	1.95	4.94	1.18	10.06	8.0	0.0	0.0	4.28	0.2	69931.21	5.88	0.5	4.13	1.63	Schüssel	2.0	
1.0	0.0	na	5.38	na	4.94	na	na	6.0	0.0	0.0	na	1.0	na	3.54	1.96	3.44	na	Zither	na	
1.0	0.0	39468.65	5.13	1.09	4.94	1.29	125.3	3.0	0.0	0.0	21.4	1.0	36104.03	5.94	0.25	4.44	1.26	Zug	1.0	
1.0	0.0	388614.04	2.31	1.2	4.88	1.2	34.34	7.0	0.0	0.0	6.85	0.2	222898.77	5.81	0.75	4.63	1.54	Flasche	2.0	
1.0	0.0	379891.4	3.88	1.59	4.88	1.26	3.38	7.0	0.0	0.0	8.99	1.0	228256.68	5.56	0.81	4.56	1.09	Kutsche	2.0	
1.0	0.0	na	2.22	1.2	4.87	1.18	na	7.0	0.0	0.0	na	0.5	na	5.52	0.75	4.52	1.12	Stempel	na	
1.0	0.0	na	2.65	1.3	4.87	1.22	na	5.0	0.0	0.0	na	na	na	5.95	0.22	4.67	1.53	Münze	na	
1.0	0.0	186887.54	2.8	1.21	4.87	1.13	0.79	5.0	0.0	0.0	14.13	0.5	150207.62	5.13	1.5	4.2	1.37	Harke	2.0	
1.0	0.0	100595.42	2.87	na	4.87	na	0.68	5.0	0.0	0.0	13.7	0.5	32110.61	2.73	na	3.47	na	Hobel	2.0	
1.0	0.0	85030.17	3.17	1.29	4.83	1.04	1.19	4.0	0.0	0.0	7.71	0.5	79610.14	6.0	0.0	3.56	1.79	Keks	1.0	
1.0	0.0	na	1.19	na	4.81	na	na	11.0	0.0	0.0	na	0.0	na	5.13	na	5.0	na	Regenschirm	na	
1.0	0.0	105757.37	2.27	na	4.8	na	3.68	3.0	0.0	0.0	10.7	0.2	105527.13	3.27	na	4.4	na	Axt	1.0	
1.0	0.0	108306.59	2.89	1.32	4.78	1.0	30.31	4.0	0.0	0.0	21.4	0.5	104493.43	5.72	0.83	4.56	1.25	Boot	1.0	
1.0	0.0	62703.96	2.83	1.47	4.78	1.52	3.25	7.0	0.0	0.0	3.42	0.5	33851.74	5.44	1.04	4.06	1.59	Knüppel	2.0	
1.0	0.0	190127.4	4.06	1.43	4.78	0.94	87.83	6.0	0.0	0.0	5.99	1.0	54750.3	5.78	0.55	4.72	1.07	Schiff	1.0	
1.0	0.0	na	3.57	1.47	4.77	1.07	na	7.0	0.0	0.0	na	0.8	na	5.0	1.38	3.75	1.55	Trolley	na	
1.0	0.0	106189.03	3.0	1.2	4.75	1.61	1.01	6.0	0.0	0.0	1.28	0.5	87078.77	4.63	1.31	4.31	1.45	Amboss	2.0	
1.0	0.0	123667.39	5.06	1.34	4.75	1.61	3.34	5.0	0.0	0.0	5.57	1.0	21145.36	5.88	0.34	4.25	1.95	Video	3.0	
1.0	0.0	na	3.22	1.51	4.74	1.32	na	6.0	0.0	0.0	na	na	na	5.71	0.56	4.05	1.6	Kreide	na	
1.0	0.0	na	2.61	1.41	4.74	1.48	na	8.0	0.0	0.0	na	na	na	5.1	1.18	3.67	1.85	Spachtel	na	
1.0	0.0	na	2.33	na	4.73	na	na	9.0	0.0	0.0	na	0.0	na	4.53	na	4.67	na	Gießkanne	na	
1.0	0.0	179613.83	1.28	0.75	4.72	1.07	14.34	5.0	0.0	0.0	11.99	0.0	139841.63	5.44	1.04	4.83	1.5	Altar	2.0	
1.0	0.0	109178.75	5.19	1.11	4.69	1.54	0.81	3.0	0.0	0.0	29.97	1.0	94610.79	5.25	1.48	4.19	1.38	Jet	1.0	
1.0	0.0	na	5.63	na	4.69	na	na	10.0	0.0	0.0	na	1.0	na	3.5	na	3.63	na	Kettensäge	na	
1.0	0.0	350522.49	5.0	0.97	4.69	1.7	20.82	6.0	0.0	0.0	11.13	1.0	210888.3	5.25	1.44	4.94	1.39	Panzer	2.0	
1.0	0.0	151662.23	4.52	1.33	4.68	1.53	10.4	3.0	0.0	0.0	47.52	1.0	136292.22	5.76	0.54	3.11	1.49	Bar	1.0	
1.0	0.0	474098.53	5.28	1.02	4.67	1.19	12.16	7.0	0.0	0.0	6.42	1.0	223273.74	5.67	0.77	4.28	1.23	Flieger	2.0	
1.0	0.0	103356.84	4.72	1.27	4.67	1.46	15.12	4.0	0.0	0.0	23.12	1.0	22475.32	5.94	0.24	4.22	1.44	Kino	2.0	
1.0	0.0	na	2.52	1.24	4.65	1.11	na	10.0	0.0	0.0	na	na	na	5.24	1.04	4.62	1.36	Limousine 	na	
1.0	0.0	432698.89	4.61	1.14	4.65	1.58	7.15	6.0	0.0	0.0	14.55	1.0	234816.34	5.5	1.2	4.12	1.36	Laster	2.0	
1.0	0.0	288657.54	3.0	0.97	4.61	1.33	1.5	8.0	0.0	0.0	1.71	0.5	187128.76	5.67	0.69	4.22	1.35	Jalousie	4.0	
1.0	0.0	274699.63	3.39	1.65	4.61	1.54	2.67	4.0	0.0	0.0	27.4	0.5	221893.28	5.5	0.92	4.72	1.27	Kran	1.0	
1.0	0.0	na	2.22	1.48	4.61	1.44	na	6.0	0.0	0.0	na	0.5	na	4.19	1.63	3.29	1.74	Spatel	na	
1.0	0.0	262384.38	1.58	0.9	4.6	1.17	0.34	6.0	0.0	0.0	0.43	0.0	154601.36	3.11	1.88	3.8	1.48	Kladde	2.0	
1.0	0.0	190167.47	3.48	1.66	4.58	1.5	9.25	5.0	0.0	0.0	10.27	0.5	154263.24	5.05	1.36	5.05	1.35	Mühle	2.0	
1.0	0.0	337043.55	4.5	1.21	4.56	1.59	172.76	6.0	0.0	0.0	7.71	1.0	191066.27	5.81	0.54	4.88	1.45	Kirche	2.0	
1.0	0.0	89044.64	2.28	1.32	4.56	1.46	7.37	6.0	0.0	0.0	8.13	0.2	35642.45	5.61	0.92	4.83	1.15	Fackel	2.0	
1.0	0.0	na	1.14	0.48	4.5	1.28	na	7.0	0.0	0.0	na	0.0	na	4.33	1.91	3.78	1.31	Blouson	na	
1.0	0.0	612122.87	2.44	1.34	4.5	1.1	117.93	7.0	0.0	0.0	5.99	0.2	247004.23	6.0	0.0	4.94	1.21	Fenster	2.0	
1.0	0.0	455084.23	2.25	1.18	4.5	1.75	14.89	7.0	0.0	0.0	10.7	0.2	147704.29	5.19	1.56	5.13	1.31	Schwert	1.0	
1.0	0.0	15838.17	5.31	0.95	4.5	1.63	0.72	3.0	0.0	0.0	28.68	1.0	14949.32	5.56	1.21	4.75	1.44	Lok	1.0	
1.0	0.0	na	2.35	1.15	4.48	1.41	na	6.0	0.0	0.0	na	0.5	na	5.9	0.3	3.86	1.77	Papier	na	
1.0	0.0	na	1.93	na	4.47	na	na	3.0	0.0	0.0	na	0.0	na	2.79	na	3.67	na	Bob	na	
1.0	0.0	na	5.8	na	4.4	na	na	12.0	0.0	0.0	na	1.0	na	4.13	na	3.5	na	Bohrmaschine	na	
1.0	0.0	na	4.74	1.39	4.39	1.23	na	7.0	0.0	0.0	na	1.0	na	5.29	1.23	3.9	1.45	Kapelle	na	
1.0	0.0	na	5.69	na	4.38	na	na	13.0	0.0	0.0	na	1.0	na	3.5	na	2.56	na	Trillerpfeife	na	
1.0	0.0	184028.4	2.76	1.48	4.37	1.42	3.66	5.0	0.0	0.0	11.56	0.5	148964.4	4.43	1.66	4.26	1.28	Walze	2.0	
1.0	0.0	157966.62	3.57	1.43	4.37	1.34	3.6	5.0	0.0	0.0	8.99	0.8	143014.42	5.19	1.25	3.11	1.2	Pumpe	2.0	
1.0	0.0	na	3.52	1.31	4.35	1.34	na	5.0	0.0	0.0	na	0.8	na	5.76	0.62	4.48	1.54	Kamin	na	
1.0	0.0	na	3.09	1.08	4.35	1.23	na	6.0	0.0	0.0	na	na	na	5.81	0.4	3.43	1.75	Aufzug	na	
1.0	0.0	509596.12	2.73	na	4.33	na	61.48	6.0	0.0	1.0	19.69	0.5	372333.43	5.2	na	4.8	na	Garten	2.0	
1.0	0.0	33574.66	2.67	1.4	4.33	1.95	0.83	4.0	0.0	0.0	18.84	0.5	19045.37	4.88	1.54	4.07	1.83	Puck	1.0	
1.0	0.0	289703.19	4.11	1.96	4.33	1.94	0.41	8.0	0.0	0.0	1.28	1.0	179782.02	3.13	2.19	5.0	1.5	Korvette	3.0	
1.0	0.0	na	2.3	1.22	4.26	1.01	na	9.0	0.0	0.0	na	0.5	na	5.1	1.26	4.38	1.47	Karabiner	na	
1.0	0.0	206018.74	3.91	1.35	4.22	1.41	2.15	5.0	0.0	0.0	8.13	1.0	158395.27	5.38	0.86	3.57	1.43	Fähre	2.0	
1.0	0.0	267464.04	4.3	1.57	4.2	1.69	0.18	9.0	0.0	0.0	0.0	1.0	223045.54	3.0	2.03	2.3	1.57	Vibraphon	3.0	
1.0	0.0	na	2.87	1.22	4.17	1.56	na	4.0	0.0	0.0	na	na	na	5.76	0.44	3.86	1.77	Tüte	na	
1.0	0.0	132012.55	2.69	1.7	4.13	1.71	9.09	5.0	0.0	0.0	4.71	0.5	30646.66	5.5	0.89	4.56	1.67	Pfeil	1.0	
1.0	0.0	560875.57	4.38	1.31	4.06	1.61	1.48	8.0	0.0	0.0	2.14	1.0	268559.75	5.31	0.95	3.75	1.29	Frachter	2.0	
1.0	0.0	226635.8	3.0	1.64	3.89	1.45	5.16	4.0	0.0	0.0	22.69	0.5	213113.05	5.06	1.35	3.72	1.56	Kahn	1.0	
0.8	0.0	na	1.04	0.21	3.83	1.47	na	7.0	0.0	0.0	na	0.0	na	5.43	0.98	3.86	2.06	Grafik 	na	
0.8	0.0	na	1.0	na	3.8	na	na	8.0	1.0	1.0	na	0.0	na	2.33	na	3.2	na	Setzling	na	
0.8	0.0	na	1.22	0.52	3.78	1.44	na	5.0	0.0	0.0	na	0.0	na	5.43	1.03	3.52	1.75	Matte	na	
1.0	0.0	na	1.22	0.52	3.78	1.48	na	4.0	0.0	0.0	na	0.0	na	5.86	0.36	2.9	1.95	Akku	na	
0.8	0.0	na	1.04	0.21	3.74	1.66	na	7.0	0.0	0.0	na	0.0	na	4.86	1.42	3.71	2.12	Bildnis	na	
0.8	0.0	na	1.13	0.34	3.74	1.57	na	6.0	0.0	0.0	na	0.0	na	5.67	0.66	4.43	1.57	Poster	na	
0.8	0.0	na	2.39	1.23	3.7	1.64	na	7.0	0.0	0.0	na	0.5	na	5.52	0.87	4.05	1.6	Brunnen	na	
0.8	0.0	272147.56	2.25	1.24	3.69	1.35	0.92	7.0	0.0	1.0	3.42	0.2	179558.64	6.0	0.0	4.75	1.73	Karotte	3.0	
0.8	0.0	100351.28	5.13	1.09	3.69	1.85	0.07	6.0	0.0	0.0	9.42	1.0	47036.76	4.5	1.67	2.2	1.42	Bimmel	2.0	
0.8	0.0	129166.14	2.07	na	3.67	na	0.68	9.0	0.0	1.0	0.0	0.2	83934.87	4.07	na	4.73	na	Kokosnuss	3.0	
0.8	0.0	na	1.7	1.06	3.65	1.34	na	6.0	0.0	0.0	na	0.0	na	5.71	0.78	4.76	1.55	Brücke	na	
0.8	0.0	252286.87	4.35	na	3.65	na	14.22	6.0	0.0	0.0	5.57	1.0	145751.99	3.93	na	3.6	na	Pfeife	2.0	
0.8	0.0	na	3.61	1.37	3.61	1.56	na	8.0	0.0	0.0	na	0.8	na	5.38	1.02	4.43	1.21	Roboter 	na	
0.8	0.0	193908.41	5.8	na	3.6	na	0.67	9.0	0.0	0.0	1.71	1.0	31727.69	4.81	1.54	3.8	na	Dudelsack	3.0	
0.8	0.0	265409.65	5.6	na	3.6	na	0.47	8.0	0.0	0.0	0.86	1.0	228408.89	3.4	na	4.07	na	Megaphon	3.0	
0.5	0.0	na	1.13	0.34	3.57	1.62	na	7.0	0.0	0.0	na	0.0	na	5.52	0.81	4.14	1.85	Leuchte	na	
0.8	0.0	306499.06	4.0	1.61	3.56	1.29	11.03	10.0	0.0	0.0	3.42	1.0	158739.97	5.44	1.04	4.94	1.26	Kathedrale	4.0	
0.8	0.0	262828.82	5.4	na	3.55	na	4.67	7.0	0.0	0.0	4.71	1.0	55553.54	5.07	na	2.8	na	Klingel	2.0	
0.5	0.0	231966.13	1.2	na	3.53	na	1.01	5.0	1.0	1.0	8.13	0.0	155069.16	4.1	1.7	3.93	na	Liane	3.0	
0.8	0.0	414863.34	1.2	na	3.53	na	12.99	8.0	0.0	1.0	3.0	0.0	181485.63	3.93	na	3.93	na	Getreide	3.0	
1.0	0.0	219140.03	1.07	na	3.53	na	0.51	5.0	0.0	1.0	15.84	0.0	101429.71	4.27	na	4.07	na	Lauch	1.0	
0.8	0.0	na	4.67	na	3.53	na	na	9.0	0.0	0.0	na	1.0	na	3.93	na	4.6	na	Eisenbahn	na	
0.8	0.0	104995.56	1.56	0.86	3.5	1.76	2.76	5.0	0.0	0.0	5.99	0.0	37798.86	5.33	1.33	3.17	1.54	Kübel	2.0	
1.0	0.0	67317.96	1.06	na	3.5	na	2.88	5.0	0.0	0.0	5.99	0.0	58780.94	5.19	na	4.31	na	Album	2.0	
0.8	0.0	155418.45	5.39	0.92	3.5	1.38	23.96	5.0	0.0	0.0	8.13	1.0	131979.43	5.56	0.98	2.83	1.54	Motor	2.0	
0.5	0.0	na	1.87	1.06	3.48	1.68	na	5.0	0.0	0.0	na	0.0	na	5.76	0.54	3.62	1.8	Brett	na	
0.5	0.0	na	1.61	0.78	3.48	1.56	na	7.0	0.0	0.0	na	0.0	na	4.95	1.16	2.9	1.76	Riemen 	na	
0.5	0.0	316370.75	2.65	1.32	3.47	1.7	0.9	8.0	0.0	0.0	1.28	0.5	182926.03	3.78	1.4	3.89	1.23	Fregatte	3.0	
0.5	0.0	83888.73	1.0	na	3.47	na	0.02	8.0	0.0	1.0	0.43	0.0	29588.44	4.0	na	4.13	na	Broccoli	3.0	
0.5	0.0	690208.9	1.0	na	3.47	na	6.29	8.0	0.0	0.0	5.14	0.0	287636.45	4.8	na	4.53	na	Kalender	3.0	
0.5	0.0	223599.84	1.0	na	3.47	na	0.02	6.0	0.0	1.0	5.14	0.0	156420.52	3.67	na	4.0	na	Limone	3.0	
0.5	0.0	179844.18	1.0	na	3.47	na	7.55	6.0	0.0	0.0	7.71	0.0	62209.06	3.4	na	4.27	na	Sattel	2.0	
0.5	0.0	260057.54	1.0	na	3.47	na	0.01	8.0	0.0	1.0	1.71	0.0	25903.56	4.53	na	4.33	na	Zucchini	3.0	
0.5	0.0	na	1.48	0.59	3.43	1.59	na	7.0	0.0	0.0	na	0.0	na	5.76	0.54	4.29	1.55	Teppich	na	
0.5	0.0	na	1.07	na	3.4	na	na	10.0	0.0	1.0	na	0.0	na	4.0	na	4.0	na	Blumenkohl	na	
0.5	0.0	224250.7	1.0	na	3.4	na	2.62	6.0	0.0	1.0	3.85	0.0	121558.41	3.93	na	4.07	na	Spinat	2.0	
0.5	0.0	na	5.33	na	3.4	na	na	7.0	0.0	0.0	na	1.0	na	1.93	na	4.6	na	Alphorn	na	
0.5	0.0	na	5.87	na	3.4	na	na	4.0	0.0	1.0	na	1.0	na	4.33	na	1.0	na	Echo	na	
0.5	0.0	na	1.13	0.34	3.39	1.44	na	8.0	0.0	0.0	na	0.0	na	5.71	0.56	3.52	1.97	Batterie	na	
0.5	0.0	82731.07	1.25	0.45	3.38	1.26	0.17	8.0	0.0	1.0	0.0	0.0	29319.2	5.75	1.0	4.56	1.67	Brokkoli	3.0	
0.5	0.0	159142.6	1.06	na	3.38	na	20.42	5.0	0.0	0.0	11.56	0.0	143694.72	4.5	na	3.75	na	Lampe	2.0	
0.5	0.0	na	1.64	na	3.36	na	na	7.0	0.0	0.0	na	0.0	na	1.87	na	4.43	na	Rikscha	na	
0.5	0.0	na	1.13	0.34	3.35	1.58	na	5.0	0.0	1.0	na	0.0	na	5.62	0.67	4.52	1.83	Erbse	na	
0.5	0.0	247043.35	1.07	na	3.33	na	2.0	9.0	0.0	1.0	1.28	0.0	106672.42	5.0	na	3.87	na	Knoblauch	2.0	
0.5	0.0	na	1.0	na	3.33	na	na	10.0	0.0	1.0	na	0.0	na	4.07	na	3.4	na	Muskatnuss	na	
0.5	0.0	24363.53	1.0	na	3.33	na	0.1	6.0	0.0	1.0	1.28	0.0	19765.53	3.13	na	4.07	na	Papaya	3.0	
0.5	0.0	564551.68	1.0	na	3.33	na	3.65	10.0	0.0	1.0	0.86	0.0	223812.0	4.67	na	4.0	na	Petersilie	4.0	
0.5	0.0	113609.56	1.0	na	3.33	na	3.96	4.0	0.0	0.0	17.12	0.0	101585.96	3.47	na	3.4	na	Pult	1.0	
0.5	0.0	na	1.0	na	3.33	na	na	9.0	0.0	1.0	na	0.0	na	4.0	na	4.0	na	Steinpilz	na	
